sales,region,date
1785.0,east,2019-06-20
1770.0,west,2019-06-20
1725.0,north,2019-06-21
1542.0,south,2019-06-21
1677.0,east,2019-06-21
1533.0,west,2019-06-21
1578.0,north,2019-06-22
1713.0,south,2019-06-22
1776.0,east,2019-06-22
1515.0,west,2019-06-22
1587.0,north,2019-06-23
1770.0,south,2019-06-23
1773.0,east,2019-06-23
1671.0,west,2019-06-23
1704.0,north,2019-06-24
1545.0,south,2019-06-24
1671.0,east,2019-06-24
1800.0,west,2019-06-24
1611.0,north,2019-06-25
1797.0,south,2019-06-25
1623.0,east,2019-06-25
1776.0,west,2019-06-25
1677.0,north,2019-06-26
1800.0,south,2019-06-26
1794.0,east,2019-06-26
1686.0,west,2019-06-26
1671.0,north,2019-06-27
1635.0,south,2019-06-27
1740.0,east,2019-06-27
1671.0,west,2019-06-27
1671.0,north,2019-06-28
1770.0,south,2019-06-28
1773.0,east,2019-06-28
1581.0,west,2019-06-28
1533.0,north,2019-06-29
1650.0,south,2019-06-29
1536.0,east,2019-06-29
1548.0,west,2019-06-29
1785.0,north,2019-06-30
1614.0,south,2019-06-30
1569.0,east,2019-06-30
1800.0,west,2019-06-30
1644.0,north,2019-07-01
1659.0,south,2019-07-01
1659.0,east,2019-07-01
1644.0,west,2019-07-01
1656.0,north,2019-07-02
1566.0,south,2019-07-02
1686.0,east,2019-07-02
1677.0,west,2019-07-02
1770.0,north,2019-07-03
1689.0,south,2019-07-03
1704.0,east,2019-07-03
1800.0,west,2019-07-03
1782.0,north,2019-07-04
1746.0,south,2019-07-04
1527.0,east,2019-07-04
1581.0,west,2019-07-04
1518.0,north,2019-07-05
1554.0,south,2019-07-05
1548.0,east,2019-07-05
1533.0,west,2019-07-05
1791.0,north,2019-07-06
1578.0,south,2019-07-06
1779.0,east,2019-07-06
1704.0,west,2019-07-06
1587.0,north,2019-07-07
1593.0,south,2019-07-07
1644.0,east,2019-07-07
1680.0,west,2019-07-07
1614.0,north,2019-07-08
1704.0,south,2019-07-08
1797.0,east,2019-07-08
1770.0,west,2019-07-08
1605.0,north,2019-07-09
1686.0,south,2019-07-09
1794.0,east,2019-07-09
1713.0,west,2019-07-09
1755.0,north,2019-07-10
1500.0,south,2019-07-10
1632.0,east,2019-07-10
1800.0,west,2019-07-10
1800.0,north,2019-07-11
1650.0,south,2019-07-11
1704.0,east,2019-07-11
1590.0,west,2019-07-11
1779.0,north,2019-07-12
1554.0,south,2019-07-12
1635.0,east,2019-07-12
1608.0,west,2019-07-12
1791.0,north,2019-07-13
1779.0,south,2019-07-13
1527.0,east,2019-07-13
1689.0,west,2019-07-13
1782.0,north,2019-07-14
1662.0,south,2019-07-14
1620.0,east,2019-07-14
1692.0,west,2019-07-14
1551.0,north,2019-07-15
1620.0,south,2019-07-15
1725.0,east,2019-07-15
1602.0,west,2019-07-15
1518.0,north,2019-07-16
1761.0,south,2019-07-16
1539.0,east,2019-07-16
1614.0,west,2019-07-16
1548.0,north,2019-07-17
1551.0,south,2019-07-17
1722.0,east,2019-07-17
1662.0,west,2019-07-17
1509.0,north,2019-07-18
1773.0,south,2019-07-18
1767.0,east,2019-07-18
1581.0,west,2019-07-18
1626.0,north,2019-07-19
1734.0,south,2019-07-19
1761.0,east,2019-07-19
1659.0,west,2019-07-19
1638.0,north,2019-07-20
1539.0,south,2019-07-20
1782.0,east,2019-07-20
1728.0,west,2019-07-20
1746.0,north,2019-07-21
1536.0,south,2019-07-21
1719.0,east,2019-07-21
1773.0,west,2019-07-21
1611.0,north,2019-07-22
1665.0,south,2019-07-22
1506.0,east,2019-07-22
1746.0,west,2019-07-22
1770.0,north,2019-07-23
1734.0,south,2019-07-23
1707.0,east,2019-07-23
1620.0,west,2019-07-23
1569.0,north,2019-07-24
1656.0,south,2019-07-24
1617.0,east,2019-07-24
1638.0,west,2019-07-24
1701.0,north,2019-07-25
1713.0,south,2019-07-25
1557.0,east,2019-07-25
1725.0,west,2019-07-25
1605.0,north,2019-07-26
1770.0,south,2019-07-26
1557.0,east,2019-07-26
1755.0,west,2019-07-26
1737.0,north,2019-07-27
1785.0,south,2019-07-27
1545.0,east,2019-07-27
1560.0,west,2019-07-27
1509.0,north,2019-07-28
1761.0,south,2019-07-28
1551.0,east,2019-07-28
1683.0,west,2019-07-28
1644.0,north,2019-07-29
1608.0,south,2019-07-29
1719.0,east,2019-07-29
1794.0,west,2019-07-29
1764.0,north,2019-07-30
1512.0,south,2019-07-30
1701.0,east,2019-07-30
1797.0,west,2019-07-30
1734.0,north,2019-07-31
1791.0,south,2019-07-31
1761.0,east,2019-07-31
1587.0,west,2019-07-31
1596.0,north,2019-08-01
1542.0,south,2019-08-01
1710.0,east,2019-08-01
1701.0,west,2019-08-01
1647.0,north,2019-08-02
1524.0,south,2019-08-02
1782.0,east,2019-08-02
1716.0,west,2019-08-02
1752.0,north,2019-08-03
1686.0,south,2019-08-03
1764.0,east,2019-08-03
1755.0,west,2019-08-03
1578.0,north,2019-08-04
1539.0,south,2019-08-04
1743.0,east,2019-08-04
1596.0,west,2019-08-04
1506.0,north,2019-08-05
1527.0,south,2019-08-05
1626.0,east,2019-08-05
1530.0,west,2019-08-05
1521.0,north,2019-08-06
1713.0,south,2019-08-06
1761.0,east,2019-08-06
1557.0,west,2019-08-06
1584.0,north,2019-08-07
1764.0,south,2019-08-07
1623.0,east,2019-08-07
1776.0,west,2019-08-07
1749.0,north,2019-08-08
1707.0,south,2019-08-08
1629.0,east,2019-08-08
1773.0,west,2019-08-08
1758.0,north,2019-08-09
1671.0,south,2019-08-09
1659.0,east,2019-08-09
1641.0,west,2019-08-09
1596.0,north,2019-08-10
1626.0,south,2019-08-10
1557.0,east,2019-08-10
1695.0,west,2019-08-10
1659.0,north,2019-08-11
1680.0,south,2019-08-11
1683.0,east,2019-08-11
1692.0,west,2019-08-11
1569.0,north,2019-08-12
1740.0,south,2019-08-12
1650.0,east,2019-08-12
1569.0,west,2019-08-12
1701.0,north,2019-08-13
1677.0,south,2019-08-13
1533.0,east,2019-08-13
1587.0,west,2019-08-13
1713.0,north,2019-08-14
1611.0,south,2019-08-14
1524.0,east,2019-08-14
1725.0,west,2019-08-14
1761.0,north,2019-08-15
1569.0,south,2019-08-15
1668.0,east,2019-08-15
1563.0,west,2019-08-15
1734.0,north,2019-08-16
1524.0,south,2019-08-16
1731.0,east,2019-08-16
1665.0,west,2019-08-16
1710.0,north,2019-08-17
1509.0,south,2019-08-17
1539.0,east,2019-08-17
1533.0,west,2019-08-17
1785.0,north,2019-08-18
1665.0,south,2019-08-18
1722.0,east,2019-08-18
1659.0,west,2019-08-18
1791.0,north,2019-08-19
1680.0,south,2019-08-19
1542.0,east,2019-08-19
1701.0,west,2019-08-19
1671.0,north,2019-08-20
1656.0,south,2019-08-20
1536.0,east,2019-08-20
1800.0,west,2019-08-20
1605.0,north,2019-08-21
1671.0,south,2019-08-21
1590.0,east,2019-08-21
1545.0,west,2019-08-21
1500.0,north,2019-08-22
1779.0,south,2019-08-22
1656.0,east,2019-08-22
1731.0,west,2019-08-22
1614.0,north,2019-08-23
1782.0,south,2019-08-23
1629.0,east,2019-08-23
1635.0,west,2019-08-23
1548.0,north,2019-08-24
1776.0,south,2019-08-24
1743.0,east,2019-08-24
1737.0,west,2019-08-24
1644.0,north,2019-08-25
1626.0,south,2019-08-25
1680.0,east,2019-08-25
1524.0,west,2019-08-25
1515.0,north,2019-08-26
1704.0,south,2019-08-26
1653.0,east,2019-08-26
1554.0,west,2019-08-26
1644.0,north,2019-08-27
1674.0,south,2019-08-27
1665.0,east,2019-08-27
1755.0,west,2019-08-27
1566.0,north,2019-08-28
1659.0,south,2019-08-28
1515.0,east,2019-08-28
1779.0,west,2019-08-28
1572.0,north,2019-08-29
1770.0,south,2019-08-29
1632.0,east,2019-08-29
1677.0,west,2019-08-29
1755.0,north,2019-08-30
1527.0,south,2019-08-30
1623.0,east,2019-08-30
1668.0,west,2019-08-30
1683.0,north,2019-08-31
1698.0,south,2019-08-31
1749.0,east,2019-08-31
1632.0,west,2019-08-31
1785.0,north,2019-09-01
1707.0,south,2019-09-01
1518.0,east,2019-09-01
1563.0,west,2019-09-01
1701.0,north,2019-09-02
1605.0,south,2019-09-02
1596.0,east,2019-09-02
1605.0,west,2019-09-02
1716.0,north,2019-09-03
1569.0,south,2019-09-03
1725.0,east,2019-09-03
1542.0,west,2019-09-03
1692.0,north,2019-09-04
1560.0,south,2019-09-04
1515.0,east,2019-09-04
1653.0,west,2019-09-04
1629.0,north,2019-09-05
1668.0,south,2019-09-05
1698.0,east,2019-09-05
1677.0,west,2019-09-05
1503.0,north,2019-09-06
1776.0,south,2019-09-06
1509.0,east,2019-09-06
1665.0,west,2019-09-06
1683.0,north,2019-09-07
1530.0,south,2019-09-07
1782.0,east,2019-09-07
1584.0,west,2019-09-07
1743.0,north,2019-09-08
1551.0,south,2019-09-08
1620.0,east,2019-09-08
1791.0,west,2019-09-08
1674.0,north,2019-09-09
1797.0,south,2019-09-09
1773.0,east,2019-09-09
1596.0,west,2019-09-09
1617.0,north,2019-09-10
1764.0,south,2019-09-10
1632.0,east,2019-09-10
1506.0,west,2019-09-10
1533.0,north,2019-09-11
1677.0,south,2019-09-11
1746.0,east,2019-09-11
1668.0,west,2019-09-11
1797.0,north,2019-09-12
1545.0,south,2019-09-12
1701.0,east,2019-09-12
1578.0,west,2019-09-12
1626.0,north,2019-09-13
1512.0,south,2019-09-13
1788.0,east,2019-09-13
1671.0,west,2019-09-13
1728.0,north,2019-09-14
1653.0,south,2019-09-14
1644.0,east,2019-09-14
1734.0,west,2019-09-14
1746.0,north,2019-09-15
1524.0,south,2019-09-15
1611.0,east,2019-09-15
1626.0,west,2019-09-15
1668.0,north,2019-09-16
1734.0,south,2019-09-16
1797.0,east,2019-09-16
1725.0,west,2019-09-16
1656.0,north,2019-09-17
1530.0,south,2019-09-17
1695.0,east,2019-09-17
1656.0,west,2019-09-17
1797.0,north,2019-09-18
1515.0,south,2019-09-18
1638.0,east,2019-09-18
1797.0,west,2019-09-18
1800.0,north,2019-09-19
1560.0,south,2019-09-19
1506.0,east,2019-09-19
1581.0,west,2019-09-19
1515.0,north,2019-09-20
1527.0,south,2019-09-20
1758.0,east,2019-09-20
1638.0,west,2019-09-20
1605.0,north,2019-09-21
1716.0,south,2019-09-21
1569.0,east,2019-09-21
1674.0,west,2019-09-21
1632.0,north,2019-09-22
1734.0,south,2019-09-22
1530.0,east,2019-09-22
1689.0,west,2019-09-22
1641.0,north,2019-09-23
1779.0,south,2019-09-23
1659.0,east,2019-09-23
1797.0,west,2019-09-23
1767.0,north,2019-09-24
1755.0,south,2019-09-24
1602.0,east,2019-09-24
1524.0,west,2019-09-24
1794.0,north,2019-09-25
1626.0,south,2019-09-25
1617.0,east,2019-09-25
1773.0,west,2019-09-25
1719.0,north,2019-09-26
1509.0,south,2019-09-26
1686.0,east,2019-09-26
1668.0,west,2019-09-26
1731.0,north,2019-09-27
1590.0,south,2019-09-27
1728.0,east,2019-09-27
1722.0,west,2019-09-27
1548.0,north,2019-09-28
1599.0,south,2019-09-28
1605.0,east,2019-09-28
1671.0,west,2019-09-28
1512.0,north,2019-09-29
1650.0,south,2019-09-29
1614.0,east,2019-09-29
1674.0,west,2019-09-29
1638.0,north,2019-09-30
1731.0,south,2019-09-30
1716.0,east,2019-09-30
1566.0,west,2019-09-30
1707.0,north,2019-10-01
1554.0,south,2019-10-01
1632.0,east,2019-10-01
1584.0,west,2019-10-01
1653.0,north,2019-10-02
1770.0,south,2019-10-02
1758.0,east,2019-10-02
1569.0,west,2019-10-02
1797.0,north,2019-10-03
1551.0,south,2019-10-03
1677.0,east,2019-10-03
1599.0,west,2019-10-03
1512.0,north,2019-10-04
1635.0,south,2019-10-04
1749.0,east,2019-10-04
1689.0,west,2019-10-04
1614.0,north,2019-10-05
1527.0,south,2019-10-05
1521.0,east,2019-10-05
1725.0,west,2019-10-05
1587.0,north,2019-10-06
1701.0,south,2019-10-06
1566.0,east,2019-10-06
1752.0,west,2019-10-06
1668.0,north,2019-10-07
1686.0,south,2019-10-07
1611.0,east,2019-10-07
1569.0,west,2019-10-07
1599.0,north,2019-10-08
1539.0,south,2019-10-08
1611.0,east,2019-10-08
1605.0,west,2019-10-08
1680.0,north,2019-10-09
1704.0,south,2019-10-09
1689.0,east,2019-10-09
1644.0,west,2019-10-09
1701.0,north,2019-10-10
1560.0,south,2019-10-10
1791.0,east,2019-10-10
1698.0,west,2019-10-10
1539.0,north,2019-10-11
1542.0,south,2019-10-11
1704.0,east,2019-10-11
1728.0,west,2019-10-11
1590.0,north,2019-10-12
1743.0,south,2019-10-12
1569.0,east,2019-10-12
1722.0,west,2019-10-12
1545.0,north,2019-10-13
1533.0,south,2019-10-13
1674.0,east,2019-10-13
1704.0,west,2019-10-13
1524.0,north,2019-10-14
1578.0,south,2019-10-14
1692.0,east,2019-10-14
1635.0,west,2019-10-14
1782.0,north,2019-10-15
1587.0,south,2019-10-15
1638.0,east,2019-10-15
1752.0,west,2019-10-15
1542.0,north,2019-10-16
1608.0,south,2019-10-16
1683.0,east,2019-10-16
1596.0,west,2019-10-16
1527.0,north,2019-10-17
1737.0,south,2019-10-17
1671.0,east,2019-10-17
1662.0,west,2019-10-17
1518.0,north,2019-10-18
1746.0,south,2019-10-18
1590.0,east,2019-10-18
1710.0,west,2019-10-18
1647.0,north,2019-10-19
1737.0,south,2019-10-19
1761.0,east,2019-10-19
1587.0,west,2019-10-19
1701.0,north,2019-10-20
1524.0,south,2019-10-20
1677.0,east,2019-10-20
1725.0,west,2019-10-20
1653.0,north,2019-10-21
1686.0,south,2019-10-21
1698.0,east,2019-10-21
1560.0,west,2019-10-21
1515.0,north,2019-10-22
1734.0,south,2019-10-22
1551.0,east,2019-10-22
1713.0,west,2019-10-22
1758.0,north,2019-10-23
1644.0,south,2019-10-23
1758.0,east,2019-10-23
1641.0,west,2019-10-23
1617.0,north,2019-10-24
1611.0,south,2019-10-24
1788.0,east,2019-10-24
1602.0,west,2019-10-24
1638.0,north,2019-10-25
1620.0,south,2019-10-25
1665.0,east,2019-10-25
1500.0,west,2019-10-25
1671.0,north,2019-10-26
1566.0,south,2019-10-26
1740.0,east,2019-10-26
1599.0,west,2019-10-26
1710.0,north,2019-10-27
1668.0,south,2019-10-27
1740.0,east,2019-10-27
1698.0,west,2019-10-27
1503.0,north,2019-10-28
1689.0,south,2019-10-28
1626.0,east,2019-10-28
1674.0,west,2019-10-28
1542.0,north,2019-10-29
1692.0,south,2019-10-29
1719.0,east,2019-10-29
1512.0,west,2019-10-29
1731.0,north,2019-10-30
1644.0,south,2019-10-30
1746.0,east,2019-10-30
1689.0,west,2019-10-30
1800.0,north,2019-10-31
1527.0,south,2019-10-31
1533.0,east,2019-10-31
1800.0,west,2019-10-31
1644.0,north,2019-11-01
1500.0,south,2019-11-01
1800.0,east,2019-11-01
1767.0,west,2019-11-01
1791.0,north,2019-11-02
1776.0,south,2019-11-02
1596.0,east,2019-11-02
1734.0,west,2019-11-02
1542.0,north,2019-11-03
1608.0,south,2019-11-03
1617.0,east,2019-11-03
1623.0,west,2019-11-03
1674.0,north,2019-11-04
1782.0,south,2019-11-04
1680.0,east,2019-11-04
1512.0,west,2019-11-04
1500.0,north,2019-11-05
1668.0,south,2019-11-05
1758.0,east,2019-11-05
1533.0,west,2019-11-05
1785.0,north,2019-11-06
1533.0,south,2019-11-06
1659.0,east,2019-11-06
1506.0,west,2019-11-06
1656.0,north,2019-11-07
1728.0,south,2019-11-07
1728.0,east,2019-11-07
1713.0,west,2019-11-07
1797.0,north,2019-11-08
1686.0,south,2019-11-08
1584.0,east,2019-11-08
1713.0,west,2019-11-08
1665.0,north,2019-11-09
1557.0,south,2019-11-09
1656.0,east,2019-11-09
1767.0,west,2019-11-09
1515.0,north,2019-11-10
1761.0,south,2019-11-10
1767.0,east,2019-11-10
1641.0,west,2019-11-10
1584.0,north,2019-11-11
1545.0,south,2019-11-11
1695.0,east,2019-11-11
1761.0,west,2019-11-11
1701.0,north,2019-11-12
1767.0,south,2019-11-12
1632.0,east,2019-11-12
1704.0,west,2019-11-12
1599.0,north,2019-11-13
1509.0,south,2019-11-13
1728.0,east,2019-11-13
1683.0,west,2019-11-13
1740.0,north,2019-11-14
1626.0,south,2019-11-14
1572.0,east,2019-11-14
1716.0,west,2019-11-14
1641.0,north,2019-11-15
1560.0,south,2019-11-15
1614.0,east,2019-11-15
1605.0,west,2019-11-15
1503.0,north,2019-11-16
1638.0,south,2019-11-16
1662.0,east,2019-11-16
1653.0,west,2019-11-16
1734.0,north,2019-11-17
1599.0,south,2019-11-17
1515.0,east,2019-11-17
1608.0,west,2019-11-17
1566.0,north,2019-11-18
1734.0,south,2019-11-18
1719.0,east,2019-11-18
1773.0,west,2019-11-18
1791.0,north,2019-11-19
1779.0,south,2019-11-19
1641.0,east,2019-11-19
1617.0,west,2019-11-19
1533.0,north,2019-11-20
1527.0,south,2019-11-20
1512.0,east,2019-11-20
1515.0,west,2019-11-20
1734.0,north,2019-11-21
1668.0,south,2019-11-21
1665.0,east,2019-11-21
1644.0,west,2019-11-21
1767.0,north,2019-11-22
1647.0,south,2019-11-22
1665.0,east,2019-11-22
1776.0,west,2019-11-22
1665.0,north,2019-11-23
1632.0,south,2019-11-23
1521.0,east,2019-11-23
1659.0,west,2019-11-23
1623.0,north,2019-11-24
1698.0,south,2019-11-24
1596.0,east,2019-11-24
1674.0,west,2019-11-24
1749.0,north,2019-11-25
1536.0,south,2019-11-25
1734.0,east,2019-11-25
1716.0,west,2019-11-25
1599.0,north,2019-11-26
1500.0,south,2019-11-26
1518.0,east,2019-11-26
1584.0,west,2019-11-26
1551.0,north,2019-11-27
1701.0,south,2019-11-27
1689.0,east,2019-11-27
1746.0,west,2019-11-27
1725.0,north,2019-11-28
1776.0,south,2019-11-28
1707.0,east,2019-11-28
1794.0,west,2019-11-28
1641.0,north,2019-11-29
1653.0,south,2019-11-29
1716.0,east,2019-11-29
1776.0,west,2019-11-29
1797.0,north,2019-11-30
1782.0,south,2019-11-30
1653.0,east,2019-11-30
1596.0,west,2019-11-30
1704.0,north,2019-12-01
1626.0,south,2019-12-01
1617.0,east,2019-12-01
1680.0,west,2019-12-01
1608.0,north,2019-12-02
1713.0,south,2019-12-02
1632.0,east,2019-12-02
1680.0,west,2019-12-02
1791.0,north,2019-12-03
1761.0,south,2019-12-03
1749.0,east,2019-12-03
1626.0,west,2019-12-03
1773.0,north,2019-12-04
1623.0,south,2019-12-04
1662.0,east,2019-12-04
1731.0,west,2019-12-04
1755.0,north,2019-12-05
1602.0,south,2019-12-05
1740.0,east,2019-12-05
1605.0,west,2019-12-05
1680.0,north,2019-12-06
1572.0,south,2019-12-06
1542.0,east,2019-12-06
1779.0,west,2019-12-06
1671.0,north,2019-12-07
1722.0,south,2019-12-07
1728.0,east,2019-12-07
1659.0,west,2019-12-07
1770.0,north,2019-12-08
1632.0,south,2019-12-08
1536.0,east,2019-12-08
1734.0,west,2019-12-08
1584.0,north,2019-12-09
1713.0,south,2019-12-09
1728.0,east,2019-12-09
1725.0,west,2019-12-09
1506.0,north,2019-12-10
1503.0,south,2019-12-10
1521.0,east,2019-12-10
1713.0,west,2019-12-10
1635.0,north,2019-12-11
1506.0,south,2019-12-11
1542.0,east,2019-12-11
1551.0,west,2019-12-11
1623.0,north,2019-12-12
1719.0,south,2019-12-12
1563.0,east,2019-12-12
1791.0,west,2019-12-12
1800.0,north,2019-12-13
1800.0,south,2019-12-13
1740.0,east,2019-12-13
1755.0,west,2019-12-13
1716.0,north,2019-12-14
1632.0,south,2019-12-14
1599.0,east,2019-12-14
1632.0,west,2019-12-14
1725.0,north,2019-12-15
1743.0,south,2019-12-15
1587.0,east,2019-12-15
1608.0,west,2019-12-15
1662.0,north,2019-12-16
1791.0,south,2019-12-16
1773.0,east,2019-12-16
1650.0,west,2019-12-16
1518.0,north,2019-12-17
1749.0,south,2019-12-17
1689.0,east,2019-12-17
1533.0,west,2019-12-17
1533.0,north,2019-12-18
1641.0,south,2019-12-18
1590.0,east,2019-12-18
1740.0,west,2019-12-18
1665.0,north,2019-12-19
1773.0,south,2019-12-19
1503.0,east,2019-12-19
1542.0,west,2019-12-19
1788.0,north,2019-12-20
1773.0,south,2019-12-20
1788.0,east,2019-12-20
1785.0,west,2019-12-20
1605.0,north,2019-12-21
1701.0,south,2019-12-21
1626.0,east,2019-12-21
1623.0,west,2019-12-21
1671.0,north,2019-12-22
1629.0,south,2019-12-22
1725.0,east,2019-12-22
1557.0,west,2019-12-22
1671.0,north,2019-12-23
1662.0,south,2019-12-23
1674.0,east,2019-12-23
1671.0,west,2019-12-23
1620.0,north,2019-12-24
1716.0,south,2019-12-24
1674.0,east,2019-12-24
1686.0,west,2019-12-24
1752.0,north,2019-12-25
1725.0,south,2019-12-25
1545.0,east,2019-12-25
1506.0,west,2019-12-25
1539.0,north,2019-12-26
1716.0,south,2019-12-26
1500.0,east,2019-12-26
1794.0,west,2019-12-26
1716.0,north,2019-12-27
1665.0,south,2019-12-27
1557.0,east,2019-12-27
1620.0,west,2019-12-27
1779.0,north,2019-12-28
1779.0,south,2019-12-28
1752.0,east,2019-12-28
1773.0,west,2019-12-28
1800.0,north,2019-12-29
1773.0,south,2019-12-29
1767.0,east,2019-12-29
1683.0,west,2019-12-29
1542.0,north,2019-12-30
1728.0,south,2019-12-30
1569.0,east,2019-12-30
1659.0,west,2019-12-30
1581.0,north,2019-12-31
1713.0,south,2019-12-31
1533.0,east,2019-12-31
1692.0,west,2019-12-31
1506.0,north,2020-01-01
1659.0,south,2020-01-01
1719.0,east,2020-01-01
1704.0,west,2020-01-01
1767.0,north,2020-01-02
1542.0,south,2020-01-02
1542.0,east,2020-01-02
1629.0,west,2020-01-02
1659.0,north,2020-01-03
1539.0,south,2020-01-03
1734.0,east,2020-01-03
1761.0,west,2020-01-03
1560.0,north,2020-01-04
1767.0,south,2020-01-04
1791.0,east,2020-01-04
1632.0,west,2020-01-04
1716.0,north,2020-01-05
1536.0,south,2020-01-05
1662.0,east,2020-01-05
1680.0,west,2020-01-05
1689.0,north,2020-01-06
1779.0,south,2020-01-06
1512.0,east,2020-01-06
1578.0,west,2020-01-06
1560.0,north,2020-01-07
1581.0,south,2020-01-07
1677.0,east,2020-01-07
1599.0,west,2020-01-07
1713.0,north,2020-01-08
1800.0,south,2020-01-08
1767.0,east,2020-01-08
1752.0,west,2020-01-08
1509.0,north,2020-01-09
1539.0,south,2020-01-09
1671.0,east,2020-01-09
1668.0,west,2020-01-09
1692.0,north,2020-01-10
1584.0,south,2020-01-10
1710.0,east,2020-01-10
1686.0,west,2020-01-10
1617.0,north,2020-01-11
1665.0,south,2020-01-11
1722.0,east,2020-01-11
1551.0,west,2020-01-11
1620.0,north,2020-01-12
1791.0,south,2020-01-12
1662.0,east,2020-01-12
1656.0,west,2020-01-12
1644.0,north,2020-01-13
1659.0,south,2020-01-13
1740.0,east,2020-01-13
1668.0,west,2020-01-13
1566.0,north,2020-01-14
1575.0,south,2020-01-14
1566.0,east,2020-01-14
1578.0,west,2020-01-14
1737.0,north,2020-01-15
1596.0,south,2020-01-15
1776.0,east,2020-01-15
1638.0,west,2020-01-15
1749.0,north,2020-01-16
1752.0,south,2020-01-16
1635.0,east,2020-01-16
1581.0,west,2020-01-16
1521.0,north,2020-01-17
1536.0,south,2020-01-17
1665.0,east,2020-01-17
1782.0,west,2020-01-17
1650.0,north,2020-01-18
1749.0,south,2020-01-18
1797.0,east,2020-01-18
1650.0,west,2020-01-18
1608.0,north,2020-01-19
1608.0,south,2020-01-19
1575.0,east,2020-01-19
1590.0,west,2020-01-19
1665.0,north,2020-01-20
1596.0,south,2020-01-20
1581.0,east,2020-01-20
1695.0,west,2020-01-20
1647.0,north,2020-01-21
1776.0,south,2020-01-21
1719.0,east,2020-01-21
1578.0,west,2020-01-21
1503.0,north,2020-01-22
1569.0,south,2020-01-22
1731.0,east,2020-01-22
1551.0,west,2020-01-22
1626.0,north,2020-01-23
1518.0,south,2020-01-23
1575.0,east,2020-01-23
1611.0,west,2020-01-23
1629.0,north,2020-01-24
1704.0,south,2020-01-24
1656.0,east,2020-01-24
1554.0,west,2020-01-24
1575.0,north,2020-01-25
1638.0,south,2020-01-25
1635.0,east,2020-01-25
1548.0,west,2020-01-25
1710.0,north,2020-01-26
1584.0,south,2020-01-26
1716.0,east,2020-01-26
1602.0,west,2020-01-26
1569.0,north,2020-01-27
1506.0,south,2020-01-27
1671.0,east,2020-01-27
1584.0,west,2020-01-27
1689.0,north,2020-01-28
1773.0,south,2020-01-28
1647.0,east,2020-01-28
1503.0,west,2020-01-28
1593.0,north,2020-01-29
1506.0,south,2020-01-29
1740.0,east,2020-01-29
1572.0,west,2020-01-29
1620.0,north,2020-01-30
1542.0,south,2020-01-30
1593.0,east,2020-01-30
1500.0,west,2020-01-30
1635.0,north,2020-01-31
1656.0,south,2020-01-31
1779.0,east,2020-01-31
1605.0,west,2020-01-31
1602.0,north,2020-02-01
1794.0,south,2020-02-01
1677.0,east,2020-02-01
1521.0,west,2020-02-01
1707.0,north,2020-02-02
1665.0,south,2020-02-02
1713.0,east,2020-02-02
1659.0,west,2020-02-02
1548.0,north,2020-02-03
1647.0,south,2020-02-03
1764.0,east,2020-02-03
1662.0,west,2020-02-03
1563.0,north,2020-02-04
1755.0,south,2020-02-04
1659.0,east,2020-02-04
1575.0,west,2020-02-04
1716.0,north,2020-02-05
1506.0,south,2020-02-05
1734.0,east,2020-02-05
1704.0,west,2020-02-05
1512.0,north,2020-02-06
1572.0,south,2020-02-06
1782.0,east,2020-02-06
1554.0,west,2020-02-06
1782.0,north,2020-02-07
1701.0,south,2020-02-07
1698.0,east,2020-02-07
1671.0,west,2020-02-07
1584.0,north,2020-02-08
1602.0,south,2020-02-08
1755.0,east,2020-02-08
1614.0,west,2020-02-08
1743.0,north,2020-02-09
1788.0,south,2020-02-09
1644.0,east,2020-02-09
1728.0,west,2020-02-09
1599.0,north,2020-02-10
1689.0,south,2020-02-10
1776.0,east,2020-02-10
1569.0,west,2020-02-10
1791.0,north,2020-02-11
1638.0,south,2020-02-11
1716.0,east,2020-02-11
1788.0,west,2020-02-11
1758.0,north,2020-02-12
1752.0,south,2020-02-12
1599.0,east,2020-02-12
1533.0,west,2020-02-12
1548.0,north,2020-02-13
1800.0,south,2020-02-13
1659.0,east,2020-02-13
1617.0,west,2020-02-13
1746.0,north,2020-02-14
1644.0,south,2020-02-14
1698.0,east,2020-02-14
1533.0,west,2020-02-14
1704.0,north,2020-02-15
1524.0,south,2020-02-15
1545.0,east,2020-02-15
1731.0,west,2020-02-15
1665.0,north,2020-02-16
1791.0,south,2020-02-16
1605.0,east,2020-02-16
1743.0,west,2020-02-16
1677.0,north,2020-02-17
1590.0,south,2020-02-17
1722.0,east,2020-02-17
1743.0,west,2020-02-17
1668.0,north,2020-02-18
1620.0,south,2020-02-18
1704.0,east,2020-02-18
1683.0,west,2020-02-18
1551.0,north,2020-02-19
1650.0,south,2020-02-19
1689.0,east,2020-02-19
1638.0,west,2020-02-19
1518.0,north,2020-02-20
1593.0,south,2020-02-20
1632.0,east,2020-02-20
1602.0,west,2020-02-20
1761.0,north,2020-02-21
1755.0,south,2020-02-21
1581.0,east,2020-02-21
1794.0,west,2020-02-21
1545.0,north,2020-02-22
1689.0,south,2020-02-22
1632.0,east,2020-02-22
1668.0,west,2020-02-22
1638.0,north,2020-02-23
1602.0,south,2020-02-23
1686.0,east,2020-02-23
1776.0,west,2020-02-23
1593.0,north,2020-02-24
1734.0,south,2020-02-24
1608.0,east,2020-02-24
1617.0,west,2020-02-24
1656.0,north,2020-02-25
